strategy_id,buy,sell,none,type,MinPct,AvgPct,MaxPct,FalseCount
CCCBBBCABAC,0,49,6341,Sell,0.000491,0.054543,1.558984,NULL
CABBBBBAACC,0,48,2975,Sell,0.001037,0.051961,0.907533,NULL
CACBCBBBABA,0,48,1939,Sell,0.001138,0.038204,1.086572,NULL
BCCBBBBBACA,0,48,4997,Sell,0.000321,0.047639,2.019897,NULL
CABBBBCBCCA,0,48,3451,Sell,0.000748,0.072262,1.780000,NULL
CCBBCBBBBCC,0,48,13199,Sell,0.000236,0.043580,2.547431,NULL
AABBBBBAABA,35,47,9830,Sell,0.000399,0.043214,1.558984,NULL
BCCABBCAACC,0,47,579,Sell,0.001492,0.068023,0.840000,NULL
ABBBCBBBBBC,16,47,30121,Sell,0.000000,0.032174,2.547431,NULL
CCBBBBBAABA,23,47,4441,Sell,0.000366,0.039711,1.158672,NULL
CCCBCBCAACA,0,47,708,Sell,0.004516,0.058165,0.939163,NULL
CCCABBCBBAC,0,46,2084,Sell,0.000786,0.071358,1.171384,NULL
CBCACBCBBCA,0,46,417,Sell,0.002052,0.059162,0.601423,NULL
CBCBCBCBACC,0,46,792,Sell,0.000471,0.044964,0.544790,NULL
CCCBBBCABBA,3,45,1415,Sell,0.001790,0.047015,0.668317,NULL
CCCBBBCBAAC,0,45,6209,Sell,0.000825,0.056692,1.107892,NULL
CCCABBCBABA,3,45,981,Sell,0.001041,0.061423,1.828182,NULL
CBBABBCBBCA,0,45,5900,Sell,0.000090,0.059917,1.516411,NULL
CBBABBCBBBA,22,45,4180,Sell,0.000000,0.048207,0.504237,NULL
CBCACBCAABA,0,45,595,Sell,0.000452,0.044784,0.612245,NULL
BACBBBBBBBC,3,45,3922,Sell,0.000177,0.043829,1.091525,NULL
CCCABBCABBA,1,45,1014,Sell,0.001131,0.060071,1.828182,NULL
CABBBBCABCA,0,45,2207,Sell,0.002581,0.056334,0.999775,NULL
BCCBBBCAACC,0,44,820,Sell,0.000578,0.049439,0.619565,NULL
CCCABBCABAC,0,44,3077,Sell,0.000451,0.076390,1.225000,NULL
CBBABBCBBBC,33,44,5734,Sell,0.000000,0.050597,1.099306,NULL
BCCABBCBBCC,0,44,458,Sell,0.000361,0.066943,0.999775,NULL
BACBBBBBABC,5,43,2744,Sell,0.000463,0.043482,1.014757,NULL
CCCABBCAAAA,0,43,2586,Sell,0.001115,0.063627,1.558984,NULL
CABBBBBBBAC,0,43,293889,Sell,0.000271,0.052505,7.062500,NULL
CCCABBCBAAC,0,43,2181,Sell,0.000450,0.068579,0.741279,NULL
CCCBCBBAABA,1,42,2053,Sell,0.000507,0.040526,1.178000,NULL
CABBBBCBBBC,12,41,4077,Sell,0.000346,0.060482,2.253425,NULL
CBBABBCABCA,0,41,2804,Sell,0.001210,0.058907,1.099306,NULL
BBCBCBBBACA,0,41,4910,Sell,0.000181,0.033540,1.225000,NULL
BCCBBBCBBBC,8,41,500,Sell,0.000355,0.042056,0.459834,NULL
CACBCBBAABC,0,40,1463,Sell,0.001904,0.042829,0.559055,NULL
CBCBCBCBACA,0,40,751,Sell,0.001401,0.046818,0.836399,NULL
CCCBCBCBACA,0,39,863,Sell,0.002898,0.054708,1.346300,NULL
CBBABBCAACA,0,39,1621,Sell,0.000966,0.054411,1.516411,NULL
CACBABBBBCC,0,39,686,Sell,0.004142,0.049571,0.531447,NULL
CBBABBCAABA,5,39,1595,Sell,0.000370,0.047258,0.596909,NULL
CBCACBCBBBC,0,38,420,Sell,0.000181,0.049522,0.475520,NULL
BCCBCBBAACC,0,38,1769,Sell,0.000605,0.044087,0.573421,NULL
CBBABBCABBA,9,38,2538,Sell,0.000000,0.049249,1.099306,NULL
CACBBBCBABC,2,37,991,Sell,0.001459,0.053959,1.178000,NULL
CBCACBCAACA,0,37,470,Sell,0.000181,0.061876,0.754667,NULL
BCCBBBBBABA,24,37,4816,Sell,0.000609,0.042841,1.158672,NULL
CBCACBCBBBA,0,37,320,Sell,0.000562,0.051759,0.827354,NULL
CACABBCAAAA,0,36,1755,Sell,0.002627,0.061794,1.516411,NULL
CBCBCBBABCC,0,36,2372,Sell,0.000460,0.039091,1.090032,NULL
CBCBBBBBAAA,0,36,80287,Sell,0.000180,0.038503,7.062500,NULL
CABBBBBBABC,15,36,4453,Sell,0.000568,0.047338,1.049774,NULL
CBCBBBCBBAC,0,35,3821,Sell,0.000353,0.047856,1.171384,NULL
CACBBBCABAC,0,35,4870,Sell,0.002762,0.063210,1.499102,NULL
CACABBCBBBC,2,35,994,Sell,0.001962,0.073787,1.346300,NULL
CACBCBCAACA,0,35,302,Sell,0.003958,0.060365,0.397687,NULL
CACBABBBBCA,0,34,581,Sell,0.003900,0.050607,1.346300,NULL
CBCBCBBABBC,0,34,1921,Sell,0.000236,0.029734,0.621269,NULL
BBCBBBCBBBA,2,34,547,Sell,0.000000,0.036796,0.413793,NULL
BACBCBBBBBA,1,34,1026,Sell,0.000737,0.032366,0.381188,NULL
CABBABBBCCA,0,33,48432,Sell,0.000369,0.049834,2.475610,NULL
CBBBBBCABBA,17,33,4781,Sell,0.000186,0.038428,0.767192,NULL
CCCBCBCBABC,0,33,814,Sell,0.001552,0.052911,1.828182,NULL
CACBCBCAACC,0,33,419,Sell,0.005123,0.067533,0.676349,NULL
CBCBCBCBABA,0,33,571,Sell,0.000187,0.038589,0.387205,NULL
ACCBBBBAABC,28,33,10134,Sell,0.000660,0.047625,1.859195,NULL
BBCBBBCBABA,1,32,586,Sell,0.000104,0.033223,0.298507,NULL
CACBBBBBAAA,0,32,36922,Sell,0.000349,0.047032,1.529412,NULL
CCCBBBBABAC,0,32,38430,Sell,0.000578,0.049033,2.475610,NULL
CCCBBBBBAAA,0,32,50860,Sell,0.000349,0.050138,7.062500,NULL
CACBCBCBBCA,0,31,336,Sell,0.001466,0.057299,0.565661,NULL
CABBBBCAACC,0,31,466,Sell,0.003629,0.059154,0.710843,NULL
CCCBBBBAAAA,0,31,47982,Sell,0.000460,0.048620,7.062500,NULL
CABABBCBBBA,7,31,1286,Sell,0.000444,0.062282,0.631450,NULL
CCBBCBBBBBC,6,31,6009,Sell,0.000180,0.036967,1.188119,NULL
BCCABBCBBBC,4,31,225,Sell,0.000177,0.050055,0.829008,NULL
BBCBBBCBACC,0,31,1009,Sell,0.000356,0.041191,1.103862,NULL
BCCBCBBBACA,0,31,3197,Sell,0.000491,0.044772,0.850476,NULL
CABABBCBBBC,3,31,1190,Sell,0.000350,0.071897,1.103862,NULL
BCCACBCBBBC,2,31,129,Sell,0.000202,0.041225,0.829008,NULL
BBCBBBCBABC,2,30,722,Sell,0.000000,0.029955,0.530456,NULL
CBCBBBBAABB,6,30,508,Sell,0.000000,0.013607,0.183631,NULL
BCCBCBCBBBC,0,30,213,Sell,0.000147,0.039754,0.530456,NULL
BACBCBBBBCA,0,29,1539,Sell,0.000271,0.041607,0.488518,NULL
CACABBCBABC,0,29,394,Sell,0.003284,0.069753,0.978339,NULL
CACBCBBBBBC,0,29,1365,Sell,0.000440,0.038951,0.464664,NULL
CACBBBBABAA,0,29,27196,Sell,0.000451,0.045717,1.558984,NULL
CABABBCABBC,3,28,1465,Sell,0.001431,0.076212,1.225000,NULL
CBBBBBCABCA,0,28,4449,Sell,0.001651,0.042384,1.516411,NULL
BBCBBBCBBBC,3,28,642,Sell,0.000136,0.036313,0.530456,NULL
CCCBCBBABBC,0,28,1143,Sell,0.001534,0.040433,1.178000,NULL
BBCABBCBBBC,1,28,293,Sell,0.000272,0.034671,0.606268,NULL
CCCACBCBACA,0,28,330,Sell,0.003532,0.064440,0.602694,NULL
CBBBBBBABCA,0,27,29971,Sell,0.000237,0.035345,0.969466,NULL
CBCACBCBACC,0,27,288,Sell,0.001404,0.058932,0.388562,NULL
BCCABBCBABC,3,27,232,Sell,0.001312,0.058803,0.501953,NULL
CCBBBBBBACA,0,27,11224,Sell,0.000820,0.048171,1.346300,NULL
CBCBBBCABAC,0,27,7958,Sell,0.000451,0.047022,1.107892,NULL
CBCBBBBBAAC,0,27,85116,Sell,0.000181,0.041181,7.062500,NULL
CABBBBCAACA,0,27,278,Sell,0.004104,0.042917,0.384863,NULL
BBCBBBBAABA,15,27,5410,Sell,0.000000,0.033768,0.836352,NULL
CBBBBBBAACA,0,27,16488,Sell,0.000090,0.033386,1.090032,NULL
CABBBBBBACC,0,26,4337,Sell,0.001037,0.052394,1.622575,NULL
CCBABBCBACC,0,26,922,Sell,0.003264,0.060448,1.859195,NULL
BCCBBBCBABC,1,26,424,Sell,0.000091,0.043288,0.452991,NULL
CABABBCBCCC,0,26,1828,Sell,0.003564,0.100015,1.859195,NULL
ACBBCBBBABC,17,26,17095,Sell,0.000237,0.043534,1.860915,NULL
CCCBBBCAAAA,0,25,5392,Sell,0.000631,0.050131,0.988806,NULL
CBCBBBBBBBB,3,25,307,Sell,0.000000,0.011684,0.183631,NULL
CBCACBCABCC,0,25,257,Sell,0.001537,0.059855,0.988806,NULL
CCBBBBBAACA,0,25,4097,Sell,0.000236,0.043866,0.961484,NULL
BABBBBBBABA,20,25,6621,Sell,0.000394,0.041133,1.721174,NULL
CBCBCBCBABC,0,25,531,Sell,0.001023,0.040200,0.384863,NULL
CABABBCAACA,0,25,335,Sell,0.004146,0.058638,0.770833,NULL
CBCABBCABAC,0,24,3128,Sell,0.000541,0.065778,1.225000,NULL
CBCBCBBABBA,2,24,947,Sell,0.000606,0.030206,0.527831,NULL
ACCBBBBBBBC,16,24,6351,Sell,0.000246,0.043488,1.622575,NULL
CBCBBBCBBAA,0,24,2440,Sell,0.000181,0.043817,0.969466,NULL
BCBBCBBBBBC,23,24,6602,Sell,0.000091,0.033618,1.249490,NULL
BBCBBBCBBCC,0,24,753,Sell,0.000347,0.044242,0.632479,NULL
BBCABBCBACC,0,24,606,Sell,0.000346,0.039786,0.376147,NULL
BABBABBBBCA,0,24,14121,Sell,0.000181,0.037982,1.622575,NULL
CBCBBBBABAC,0,24,81000,Sell,0.000271,0.039215,2.547431,NULL
BACBCBBBACA,0,23,1242,Sell,0.000857,0.043751,0.598131,NULL
CCBABBCBBBA,3,23,959,Sell,0.000451,0.069039,2.253425,NULL
ACBBCBBAABC,8,23,7108,Sell,0.000455,0.042334,1.176944,NULL
CACABBCABAC,0,23,1782,Sell,0.001739,0.089082,1.780000,NULL
CBCBCBCABCC,0,23,423,Sell,0.002482,0.040575,0.287117,NULL
ABBBCBBAABC,2,22,13227,Sell,0.000000,0.034309,1.179487,NULL
BACBCBBBBCC,0,22,1075,Sell,0.001105,0.044437,0.466579,NULL
CABBABBBCCC,0,22,31445,Sell,0.000631,0.052893,2.475610,NULL
CABABBCABBA,3,22,779,Sell,0.000571,0.063017,0.504237,NULL
CACBCBBBABC,0,22,1004,Sell,0.002033,0.044111,1.021277,NULL
CBBBBBBBACC,0,21,25086,Sell,0.000166,0.037296,1.828182,NULL
BACBBBBCBBA,1,21,362,Sell,0.000272,0.023461,0.311935,NULL
CCBBCBBBBCA,0,21,8231,Sell,0.000236,0.043813,2.019897,NULL
CABABBCBCCA,0,21,1249,Sell,0.003481,0.103696,1.859195,NULL
BABBBBBCBBA,17,21,4893,Sell,0.000147,0.036674,0.756839,NULL
BBCACBCBBBC,0,21,67,Sell,0.000383,0.033829,0.520000,NULL
AABBBBBAABC,17,21,8677,Sell,0.000767,0.050955,1.609939,NULL
BCCACBCBACC,0,21,214,Sell,0.000368,0.065256,1.721174,NULL
CBCBCBBABCA,0,21,881,Sell,0.001857,0.037623,0.940388,NULL
CCBABBCABCA,0,20,777,Sell,0.003850,0.075282,1.099306,NULL
CABBBBCABBA,4,20,1422,Sell,0.000265,0.048854,0.827354,NULL
BBCABBCAACC,0,20,610,Sell,0.001138,0.054259,0.602694,NULL
BBCBBBBBBBB,2,20,176,Sell,0.000000,0.012205,0.186916,NULL
BBCBBBCAACC,0,20,1097,Sell,0.000578,0.040664,0.586538,NULL
CCBBBBCBACC,0,20,1420,Sell,0.002210,0.049731,0.521505,NULL
CABABBCAABA,1,20,220,Sell,0.001295,0.056402,0.503299,NULL
BAABBBBBBCA,1,20,23471,Sell,0.000090,0.040367,2.475610,NULL
CCCBCBCABBC,0,20,388,Sell,0.002919,0.047213,0.498807,NULL
BCCACBCAACC,0,19,101,Sell,0.002265,0.054180,0.411765,NULL
BBCBCBBAACC,0,19,1672,Sell,0.000316,0.037368,1.206148,NULL
BCCBBBCBBCA,0,19,366,Sell,0.002648,0.055998,0.450178,NULL
CABBBBCABBC,7,19,2696,Sell,0.001142,0.054656,0.628000,NULL
CBBBBBCAACA,0,19,1756,Sell,0.000748,0.039735,1.084317,NULL
CCCABBCBAAA,0,19,703,Sell,0.000721,0.061039,0.969466,NULL
BBCBBBCBBCA,0,19,545,Sell,0.000090,0.048580,0.477886,NULL
CACACBCAACC,0,19,197,Sell,0.004529,0.082399,0.723684,NULL
CBCBCBCABBC,0,19,392,Sell,0.000718,0.040223,0.961484,NULL
CCCACBCBABC,0,19,304,Sell,0.001295,0.058086,0.437166,NULL
BBCABBCBABC,2,19,455,Sell,0.000235,0.032758,0.357143,NULL
CCCBBBCBAAA,0,19,2181,Sell,0.001008,0.052188,1.188119,NULL
CCCACBCAACA,0,19,346,Sell,0.004995,0.078063,0.754667,NULL
CCCBCBCBBBA,0,19,479,Sell,0.002664,0.051605,0.961484,NULL
CBCACBCBABC,0,19,188,Sell,0.000692,0.050092,0.346983,NULL
BCCBBBBABCC,0,18,1821,Sell,0.001154,0.042792,0.660714,NULL
CACBBBCBBAC,0,18,1169,Sell,0.001264,0.067493,1.084317,NULL
CBBBCBBBBBC,1,18,6520,Sell,0.000090,0.028520,1.162338,NULL
CACBBBBCBBA,1,18,298,Sell,0.000181,0.022190,0.176665,NULL
BBCBCBCBACC,0,18,206,Sell,0.003774,0.043996,0.348837,NULL
ABCBCBBBBBA,0,18,3413,Sell,0.000177,0.029663,0.515535,NULL
CBCBBBCBAAC,0,18,3221,Sell,0.000353,0.046565,1.859195,NULL
CBCACBCABBC,0,18,217,Sell,0.001367,0.046091,0.397687,NULL
BBCABBCBABA,1,18,291,Sell,0.000355,0.029611,0.311935,NULL
CACBBBBBCCC,0,18,365,Sell,0.001971,0.051185,1.086572,NULL
BBCBBBBABBC,10,17,4625,Sell,0.000000,0.030189,0.459075,NULL
BACBBBBAACC,0,17,1393,Sell,0.002892,0.050225,1.232059,NULL
CABBBBCAABA,0,17,256,Sell,0.000709,0.045681,0.271746,NULL
CACBCBCBBCC,0,17,226,Sell,0.001962,0.067540,0.632479,NULL
CACBBBBBAAC,0,17,26620,Sell,0.000798,0.053745,2.019897,NULL
BBCABBCBBBA,4,17,266,Sell,0.000000,0.035851,0.829008,NULL
BCCBCBBBABA,1,17,1117,Sell,0.000091,0.041763,1.027132,NULL
CBCACBCBACA,0,17,241,Sell,0.001532,0.056214,1.232059,NULL
CCCBBBCBBAA,0,17,1980,Sell,0.000721,0.052804,1.084317,NULL
BCCBCBBBBAC,3,17,9047,Sell,0.000272,0.041322,1.162338,NULL
ABCBCBBBABC,0,17,3017,Sell,0.000091,0.031198,0.733333,NULL
BCCABBCBAAC,0,16,488,Sell,0.000368,0.067044,0.450893,NULL
CCBBBBCABCA,0,16,1092,Sell,0.002787,0.058734,2.475610,NULL
